listing_id,neighborhood,property_type,bedrooms,bathrooms,size_sqft,annual_rent,monthly_rent,price_per_sqft,furnished,amenities,has_metro,beach_accessible,floor_number,building_age_years,posted_date,agent_name,agent_company,tier
PF013302,Barsha Heights (Tecom),1BR,1,1,861,93800,7800,108.94,Semi-Furnished,Balcony;Built-in Wardrobes;Central AC;Covered Parking;Gym;Parking;Security,Yes,No,36,3,2025-10-14,Vicki Bates,Espace Real Estate,Mid-Market
PF013303,Motor City,2BR,2,2,1637,115800,9600,70.74,Furnished,Balcony;Built-in Wardrobes;Central AC;Covered Parking;Parking;Pets Allowed;Security,No,No,13,5,2025-11-25,Richard Nelson,Dubizzle,Mid-Market
PF013304,Dubai Silicon Oasis,1BR,1,1,741,51700,4300,69.77,Furnished,Built-in Wardrobes;Central AC;Parking;Pets Allowed;Security;Study Room,No,No,17,19,2025-09-23,Katherine Chan,Haus & Haus,Budget
PF013305,Dubai Sports City,2BR,2,2,1245,84400,7000,67.79,Furnished,Balcony;Built-in Wardrobes;Central AC;Covered Parking;Parking;Security,No,No,14,13,2025-11-23,Carrie Trevino,Allsopp & Allsopp,Budget
PF013306,Dubai Internet City,Studio,0,1,4972,1120300,93400,225.32,Furnished,Balcony;Central AC;Covered Parking;Gym;Parking;Pets Allowed;Security;Swimming Pool,Yes,No,13,2,2025-09-24,Kathleen Simpson,Property Finder,Luxury
PF013307,Dubai Silicon Oasis,1BR,1,1,917,65300,5400,71.21,Unfurnished,Built-in Wardrobes;Central AC;Parking;Security;Study Room,No,No,41,14,2025-10-28,Sean Harrington,Dubizzle,Budget
PF013308,Dubai Sports City,1BR,1,1,783,65300,5400,83.4,Unfurnished,Built-in Wardrobes;Central AC;Covered Parking;Parking;Pets Allowed;Security;Shared Spa,No,No,11,15,2025-10-06,Tommy Espinoza,Espace Real Estate,Budget
PF013309,Motor City,3BR,3,2,2234,182600,15200,81.74,Furnished,Balcony;Built-in Wardrobes;Central AC;Covered Parking;Maid's Room;Parking;Security;Study Room;Swimming Pool,No,No,34,17,2025-10-14,Thomas Brown,Allsopp & Allsopp,Mid-Market
PF013310,International City,2BR,2,2,947,54800,4600,57.87,Furnished,Balcony;Built-in Wardrobes;Central AC;Parking;Security;View (Sea/Marina/Park),No,No,35,4,2025-10-30,Jose Phillips,Dubizzle,Budget
PF013311,Barsha Heights (Tecom),2BR,2,2,1327,105900,8800,79.8,Unfurnished,Balcony;Built-in Wardrobes;Central AC;Covered Parking;Gym;Parking;Security;View (Sea/Marina/Park),Yes,No,34,5,2025-09-09,Ray Lucero,Dubizzle,Mid-Market
PF013312,Dubai Marina,1BR,1,1,1083,71400,6000,65.93,Unfurnished,Balcony;Built-in Wardrobes;Central AC;Children's Play Area;Gym;Maid's Room;Parking;Pets Allowed;Security;Study Room;Swimming Pool;View (Sea/Marina/Park),Yes,Yes,26,18,2025-11-13,Katherine Benjamin,Bayut,Luxury
PF013313,Jumeirah,Studio,0,1,1028,108200,9000,105.25,Semi-Furnished,Central AC;Children's Play Area;Gym;Maid's Room;Parking;Pets Allowed;Security;Study Room;View (Sea/Marina/Park),No,Yes,24,10,2025-10-25,Mike Green,Espace Real Estate,Luxury
PF013314,Al Nahda,1BR,1,1,713,45000,3800,63.11,Unfurnished,Built-in Wardrobes;Central AC;Children's Play Area;Parking;Security;Study Room,Yes,No,35,8,2025-11-26,Bryan Malone,Espace Real Estate,Budget
PF013315,Al Nahda,1BR,1,1,626,53100,4400,84.82,Semi-Furnished,Built-in Wardrobes;Central AC;Covered Parking;Parking;Security;Study Room;View (Sea/Marina/Park),Yes,No,7,10,2025-11-27,Robert Charles,Haus & Haus,Budget
PF013316,Discovery Gardens,2BR,2,2,1429,110000,9200,76.98,Semi-Furnished,Balcony;Built-in Wardrobes;Central AC;Parking;Pets Allowed;Security;View (Sea/Marina/Park),Yes,No,14,9,2025-09-28,Joel George,Bayut,Budget
PF013317,Arabian Ranches,2BR,2,2,1848,154200,12800,83.44,Unfurnished,Balcony;Built-in Wardrobes;Central AC;Children's Play Area;Covered Parking;Maid's Room;Parking;Pets Allowed;Security;Shared Spa;Study Room;View (Sea/Marina/Park),No,No,37,2,2025-10-18,Melissa Perez,Property Finder,Luxury
PF013318,Dubai Sports City,1BR,1,1,803,71000,5900,88.42,Furnished,Built-in Wardrobes;Central AC;Covered Parking;Parking;Security;Study Room,No,No,35,1,2025-11-27,Vincent Kelly,Allsopp & Allsopp,Budget
PF013319,Al Barsha,1BR,1,1,789,66800,5600,84.66,Furnished,Built-in Wardrobes;Central AC;Maid's Room;Parking;Security;Swimming Pool,Yes,No,38,12,2025-10-22,Ellen Smith,Espace Real Estate,Mid-Market
PF013320,Dubai Media City,2BR,2,2,1539,232900,19400,151.33,Semi-Furnished,Balcony;Built-in Wardrobes;Central AC;Children's Play Area;Parking;Pets Allowed;Security;Shared Spa;Study Room;Swimming Pool,Yes,No,6,10,2025-11-27,Michael Rodriguez,Driven Properties,Premium
PF013321,Jumeirah Lake Towers (JLT),Studio,0,1,456,69300,5800,151.97,Semi-Furnished,Balcony;Central AC;Parking;Security;Shared Spa;Swimming Pool,Yes,No,32,5,2025-09-19,Joseph West,Property Finder,Mid-Market
PF013322,Motor City,3BR,3,2,2211,166000,13800,75.08,Furnished,Balcony;Built-in Wardrobes;Central AC;Maid's Room;Parking;Pets Allowed;Security;Study Room;Swimming Pool,No,No,19,7,2025-10-04,Elizabeth Warner,Haus & Haus,Mid-Market
PF013323,Bur Dubai,Studio,0,1,378,47000,3900,124.34,Furnished,Central AC;Covered Parking;Parking;Security;Study Room;View (Sea/Marina/Park),Yes,No,10,10,2025-11-09,Kathleen Edwards,Espace Real Estate,Mid-Market
PF013324,DIFC,2BR,2,2,1613,230800,19200,143.09,Unfurnished,Balcony;Built-in Wardrobes;Central AC;Children's Play Area;Gym;Maid's Room;Parking;Pets Allowed;Security;Study Room;View (Sea/Marina/Park),Yes,No,38,5,2025-10-06,Anna Miller,Property Finder,Luxury
PF013325,Arabian Ranches,2BR,2,2,1936,163000,13600,84.19,Semi-Furnished,Balcony;Built-in Wardrobes;Central AC;Children's Play Area;Covered Parking;Maid's Room;Parking;Pets Allowed;Security;Shared Spa;Study Room;Swimming Pool,No,No,27,8,2025-11-13,Robert Johnson,Haus & Haus,Luxury
PF013326,Jumeirah Beach Residence (JBR),1BR,1,1,1352,195300,16300,144.45,Unfurnished,Built-in Wardrobes;Central AC;Children's Play Area;Covered Parking;Gym;Maid's Room;Parking;Security;Shared Spa;Study Room;Swimming Pool,No,Yes,26,5,2025-09-15,Scott Wilson,Dubizzle,Luxury
PF013327,Jumeirah Beach Residence (JBR),Studio,0,1,729,110000,9200,150.89,Unfurnished,Balcony;Central AC;Children's Play Area;Gym;Maid's Room;Parking;Pets Allowed;Security;Study Room;Swimming Pool,No,Yes,38,11,2025-11-23,Sean Jackson,Dubizzle,Luxury
PF013328,Dubai Silicon Oasis,1BR,1,1,774,57500,4800,74.29,Unfurnished,Built-in Wardrobes;Central AC;Covered Parking;Parking;Security,No,No,5,3,2025-10-17,Juan Knight,Dubizzle,Budget
PF013329,Dubai Sports City,1BR,1,1,722,63100,5300,87.4,Semi-Furnished,Built-in Wardrobes;Central AC;Covered Parking;Parking;Pets Allowed;Security;Swimming Pool,No,No,10,9,2025-11-28,Gregory Davis,Bayut,Budget
PF013330,Jumeirah Beach Residence (JBR),2BR,2,2,1812,201200,16800,111.04,Semi-Furnished,Balcony;Built-in Wardrobes;Central AC;Covered Parking;Gym;Maid's Room;Parking;Security;Shared Spa;Study Room;View (Sea/Marina/Park),No,Yes,20,0,2025-10-08,William Petersen,Espace Real Estate,Luxury
PF013331,International City,1BR,1,1,781,47200,3900,60.44,Unfurnished,Built-in Wardrobes;Central AC;Children's Play Area;Parking;Pets Allowed;Security,No,No,3,7,2025-11-04,Matthew White,Property Finder,Budget
PF013332,Barsha Heights (Tecom),3BR,3,2,2066,171300,14300,82.91,Unfurnished,Balcony;Built-in Wardrobes;Central AC;Children's Play Area;Covered Parking;Gym;Maid's Room;Parking;Security;Swimming Pool,Yes,No,17,5,2025-09-03,Darin Dillon,Allsopp & Allsopp,Mid-Market
PF013333,DIFC,3BR,3,2,2424,223000,18600,92.0,Semi-Furnished,Balcony;Built-in Wardrobes;Central AC;Children's Play Area;Covered Parking;Gym;Maid's Room;Parking;Pets Allowed;Security;Shared Spa;View (Sea/Marina/Park),Yes,No,36,2,2025-09-11,Cory Pearson,Bayut,Luxury
PF013334,Jumeirah Lake Towers (JLT),3BR,3,2,2202,194300,16200,88.24,Furnished,Balcony;Built-in Wardrobes;Central AC;Children's Play Area;Gym;Maid's Room;Parking;Pets Allowed;Security;Study Room,Yes,No,32,10,2025-10-18,Matthew Friedman,Allsopp & Allsopp,Mid-Market
PF013335,Bur Dubai,3BR,3,2,1761,109300,9100,62.07,Unfurnished,Balcony;Built-in Wardrobes;Central AC;Maid's Room;Parking;Security;Study Room;Swimming Pool;View (Sea/Marina/Park),Yes,No,16,7,2025-09-19,Samuel Delgado,Driven Properties,Mid-Market
PF013336,Dubai Sports City,1BR,1,1,762,65900,5500,86.48,Unfurnished,Built-in Wardrobes;Central AC;Children's Play Area;Parking;Security;Shared Spa;Study Room,No,No,8,14,2025-10-01,Sarah Wall,Espace Real Estate,Budget
PF013337,Jumeirah,1BR,1,1,1116,133500,11100,119.62,Unfurnished,Built-in Wardrobes;Central AC;Children's Play Area;Covered Parking;Gym;Parking;Security;Shared Spa;Swimming Pool,No,Yes,35,6,2025-11-01,Benjamin Moon,Haus & Haus,Luxury
PF013338,Business Bay,1BR,1,1,691,119900,10000,173.52,Semi-Furnished,Balcony;Built-in Wardrobes;Central AC;Gym;Maid's Room;Parking;Security;Shared Spa;Study Room,Yes,No,40,10,2025-11-13,Luis Miller,Property Finder,Premium
PF013339,Dubai Media City,1BR,1,1,1120,161300,13400,144.02,Furnished,Built-in Wardrobes;Central AC;Children's Play Area;Covered Parking;Gym;Maid's Room;Parking;Security;Study Room;Swimming Pool,Yes,No,4,12,2025-11-18,Rose Johnson,Bayut,Premium
PF013340,Jumeirah Lake Towers (JLT),Studio,0,1,439,62500,5200,142.37,Unfurnished,Central AC;Gym;Parking;Pets Allowed;Security,Yes,No,8,16,2025-09-21,Charles Henry,Haus & Haus,Mid-Market
PF013341,Dubai Internet City,1BR,1,1,4996,1054400,87900,211.05,Furnished,Built-in Wardrobes;Central AC;Covered Parking;Gym;Maid's Room;Parking;Pets Allowed;Security;Shared Spa,Yes,No,41,6,2025-11-01,Patrick Diaz,Espace Real Estate,Luxury
PF013342,International City,1BR,1,1,670,42700,3600,63.73,Unfurnished,Built-in Wardrobes;Central AC;Parking;Security;Swimming Pool,No,No,6,18,2025-10-07,Laura Arnold,Dubizzle,Budget
PF013343,Dubai Silicon Oasis,1BR,1,1,944,79200,6600,83.9,Unfurnished,Built-in Wardrobes;Central AC;Covered Parking;Parking;Security;View (Sea/Marina/Park),No,No,42,7,2025-10-10,Ryan Harris,Bayut,Budget
PF013344,Dubai Sports City,2BR,2,2,1204,82500,6900,68.52,Unfurnished,Balcony;Built-in Wardrobes;Central AC;Children's Play Area;Gym;Maid's Room;Parking;Security,No,No,35,12,2025-11-21,Stacey Perez,Allsopp & Allsopp,Budget
PF013345,Business Bay,1BR,1,1,836,105200,8800,125.84,Furnished,Balcony;Built-in Wardrobes;Central AC;Maid's Room;Parking;Security;Study Room;View (Sea/Marina/Park),Yes,No,38,19,2025-10-14,Heidi Rodriguez,Haus & Haus,Premium
PF013346,Dubai Silicon Oasis,2BR,2,2,1054,109400,9100,103.8,Semi-Furnished,Balcony;Built-in Wardrobes;Central AC;Parking;Security,No,No,17,17,2025-11-26,Cody Anderson,Driven Properties,Budget
PF013347,Al Barsha,3BR,3,2,1453,143400,12000,98.69,Furnished,Balcony;Built-in Wardrobes;Central AC;Maid's Room;Parking;Security;Swimming Pool;View (Sea/Marina/Park),Yes,No,16,3,2025-10-03,Amanda Cameron,Dubizzle,Mid-Market
PF013348,Business Bay,2BR,2,2,1363,122300,10200,89.73,Furnished,Balcony;Built-in Wardrobes;Central AC;Maid's Room;Parking;Pets Allowed;Security;Swimming Pool,Yes,No,39,4,2025-09-20,Jamie Wilson,Allsopp & Allsopp,Premium
PF013349,International City,Studio,0,1,441,41000,3400,92.97,Unfurnished,Central AC;Children's Play Area;Parking;Security,No,No,43,14,2025-09-26,Shawn Cox,Bayut,Budget
PF013350,International City,3BR,3,2,2378,118500,9900,49.83,Unfurnished,Balcony;Built-in Wardrobes;Central AC;Children's Play Area;Maid's Room;Parking;Security;View (Sea/Marina/Park),No,No,32,6,2025-10-01,Nicholas Morgan,Property Finder,Budget
PF013351,International City,2BR,2,2,1013,57100,4800,56.37,Furnished,Balcony;Built-in Wardrobes;Central AC;Children's Play Area;Maid's Room;Parking;Security,No,No,15,3,2025-09-18,Matthew Johnson,Property Finder,Budget
PF013352,Dubai Media City,2BR,2,2,1534,189300,15800,123.4,Furnished,Balcony;Built-in Wardrobes;Central AC;Parking;Pets Allowed;Security;Swimming Pool;View (Sea/Marina/Park),Yes,No,12,2,2025-09-25,Dale Hancock,Dubizzle,Premium
PF013353,Jumeirah Beach Residence (JBR),2BR,2,2,1565,141800,11800,90.61,Furnished,Balcony;Built-in Wardrobes;Central AC;Children's Play Area;Gym;Maid's Room;Parking;Pets Allowed;Security;Swimming Pool;View (Sea/Marina/Park),No,Yes,38,0,2025-09-28,Sandy Wilcox,Property Finder,Luxury
PF013354,Discovery Gardens,Studio,0,1,478,43700,3600,91.42,Furnished,Central AC;Parking;Security;Study Room,Yes,No,6,8,2025-11-17,William Woods,Property Finder,Budget
PF013355,Dubai Marina,2BR,2,2,1767,104000,8700,58.86,Furnished,Balcony;Built-in Wardrobes;Central AC;Children's Play Area;Gym;Parking;Security;Shared Spa;Study Room;View (Sea/Marina/Park),Yes,Yes,5,5,2025-10-14,Ryan Morgan,Espace Real Estate,Luxury
PF013356,Al Barsha,Studio,0,1,410,52900,4400,129.02,Furnished,Central AC;Gym;Maid's Room;Parking;Pets Allowed;Security;Swimming Pool,Yes,No,24,13,2025-09-28,Jennifer Rogers,Dubizzle,Mid-Market
PF013357,Barsha Heights (Tecom),3BR,3,2,2090,184200,15400,88.13,Furnished,Balcony;Built-in Wardrobes;Central AC;Covered Parking;Gym;Maid's Room;Parking;Pets Allowed;Security;Swimming Pool,Yes,No,13,9,2025-10-07,Anthony Pope,Dubizzle,Mid-Market
PF013358,Al Barsha,3BR,3,2,1487,135600,11300,91.19,Unfurnished,Balcony;Built-in Wardrobes;Central AC;Maid's Room;Parking;Pets Allowed;Security;Study Room,Yes,No,37,10,2025-11-20,William Blanchard,Espace Real Estate,Mid-Market
PF013359,Deira,1BR,1,1,897,46600,3900,51.95,Furnished,Balcony;Built-in Wardrobes;Central AC;Children's Play Area;Maid's Room;Parking;Security,Yes,No,38,16,2025-09-16,Donald Walker,Haus & Haus,Budget
PF013360,Bur Dubai,1BR,1,1,1105,86200,7200,78.01,Unfurnished,Balcony;Built-in Wardrobes;Central AC;Children's Play Area;Gym;Parking;Security;View (Sea/Marina/Park),Yes,No,5,16,2025-09-01,Francisco Gordon,Espace Real Estate,Mid-Market
PF013361,Dubai Media City,2BR,2,2,1535,200100,16700,130.36,Furnished,Balcony;Built-in Wardrobes;Central AC;Covered Parking;Maid's Room;Parking;Security;Study Room;View (Sea/Marina/Park),Yes,No,28,18,2025-11-21,Alyssa Tran,Espace Real Estate,Premium
PF013362,Barsha Heights (Tecom),2BR,2,2,1472,110500,9200,75.07,Furnished,Balcony;Built-in Wardrobes;Central AC;Parking;Security;View (Sea/Marina/Park),Yes,No,33,8,2025-10-11,Charles Bennett,Allsopp & Allsopp,Mid-Market
PF013363,Business Bay,Studio,0,1,409,53700,4500,131.3,Unfurnished,Balcony;Central AC;Covered Parking;Gym;Parking;Security;Study Room;View (Sea/Marina/Park),Yes,No,37,11,2025-10-02,Brandon Collins,Dubizzle,Premium
PF013364,Bur Dubai,3BR,3,2,1697,105500,8800,62.17,Furnished,Balcony;Built-in Wardrobes;Central AC;Children's Play Area;Maid's Room;Parking;Pets Allowed;Security;Study Room;Swimming Pool,Yes,No,11,18,2025-11-12,Mariah Adams,Property Finder,Mid-Market
PF013365,Deira,1BR,1,1,845,52600,4400,62.25,Unfurnished,Built-in Wardrobes;Central AC;Parking;Pets Allowed;Security;Study Room,Yes,No,31,8,2025-10-23,Vincent Harrington,Espace Real Estate,Budget
PF013366,Dubai Media City,2BR,2,2,1533,193000,16100,125.9,Furnished,Balcony;Built-in Wardrobes;Central AC;Children's Play Area;Covered Parking;Maid's Room;Parking;Security;Swimming Pool;View (Sea/Marina/Park),Yes,No,18,10,2025-09-09,David Schultz,Haus & Haus,Premium
PF013367,Motor City,2BR,2,2,1685,111400,9300,66.11,Furnished,Balcony;Built-in Wardrobes;Central AC;Gym;Parking;Pets Allowed;Security;Shared Spa,No,No,11,7,2025-10-05,Dr. Heather Moran,Espace Real Estate,Mid-Market
PF013368,Bur Dubai,2BR,2,2,1007,71500,6000,71.0,Unfurnished,Balcony;Built-in Wardrobes;Central AC;Covered Parking;Gym;Parking;Pets Allowed;Security;View (Sea/Marina/Park),Yes,No,2,0,2025-11-04,Tiffany Price,Property Finder,Mid-Market
PF013369,Al Barsha,2BR,2,2,1283,111900,9300,87.22,Semi-Furnished,Balcony;Built-in Wardrobes;Central AC;Children's Play Area;Parking;Pets Allowed;Security,Yes,No,23,3,2025-09-14,Maria Brown,Espace Real Estate,Mid-Market
PF013370,Bur Dubai,1BR,1,1,1108,105000,8800,94.77,Unfurnished,Balcony;Built-in Wardrobes;Central AC;Children's Play Area;Covered Parking;Parking;Security;Shared Spa,Yes,No,37,2,2025-09-08,Pamela Melendez,Property Finder,Mid-Market
PF013371,Jumeirah,Studio,0,1,1342,131200,10900,97.76,Semi-Furnished,Central AC;Children's Play Area;Covered Parking;Gym;Parking;Pets Allowed;Security;Shared Spa;Study Room;View (Sea/Marina/Park),No,Yes,4,5,2025-09-17,Daniel Smith,Espace Real Estate,Luxury
PF013372,Dubai Media City,2BR,2,2,1537,207600,17300,135.07,Unfurnished,Balcony;Built-in Wardrobes;Central AC;Covered Parking;Parking;Pets Allowed;Security;Study Room;View (Sea/Marina/Park),Yes,No,5,15,2025-11-07,Gregory Greene,Bayut,Premium
PF013373,Dubai Media City,Studio,0,1,1127,158300,13200,140.46,Furnished,Balcony;Central AC;Covered Parking;Parking;Security;Study Room;Swimming Pool;View (Sea/Marina/Park),Yes,No,8,4,2025-10-03,Lindsey Sullivan,Property Finder,Premium
PF013374,Deira,3BR,3,2,1483,112200,9400,75.66,Furnished,Balcony;Built-in Wardrobes;Central AC;Covered Parking;Maid's Room;Parking;Pets Allowed;Security,Yes,No,28,10,2025-10-03,Kirk York,Haus & Haus,Budget
PF013375,Dubai Sports City,2BR,2,2,1190,82800,6900,69.58,Furnished,Balcony;Built-in Wardrobes;Central AC;Covered Parking;Parking;Pets Allowed;Security;Study Room,No,No,42,0,2025-10-17,Amanda Costa,Driven Properties,Budget
PF013376,International City,2BR,2,2,1040,59200,4900,56.92,Furnished,Balcony;Built-in Wardrobes;Central AC;Children's Play Area;Gym;Parking;Security,No,No,24,1,2025-10-24,William Lane,Espace Real Estate,Budget
PF013377,Al Barsha,Studio,0,1,407,50300,4200,123.59,Unfurnished,Central AC;Covered Parking;Maid's Room;Parking;Pets Allowed;Security,Yes,No,9,14,2025-09-12,Robert Murray,Allsopp & Allsopp,Mid-Market
PF013378,Motor City,2BR,2,2,1907,122200,10200,64.08,Unfurnished,Balcony;Built-in Wardrobes;Central AC;Gym;Parking;Pets Allowed;Security;Shared Spa;Swimming Pool,No,No,17,12,2025-11-08,Rebekah Ramirez,Espace Real Estate,Mid-Market
PF013379,Dubai Media City,Studio,0,1,1099,139200,11600,126.66,Unfurnished,Central AC;Maid's Room;Parking;Security;Study Room;View (Sea/Marina/Park),Yes,No,37,7,2025-09-29,James Moore,Bayut,Premium
PF013380,Deira,Studio,0,1,418,43000,3600,102.87,Unfurnished,Central AC;Covered Parking;Parking;Security;Swimming Pool,Yes,No,21,11,2025-10-11,Mark Robertson,Driven Properties,Budget
PF013381,Dubai Sports City,2BR,2,2,1286,87500,7300,68.04,Semi-Furnished,Balcony;Built-in Wardrobes;Central AC;Parking;Security;View (Sea/Marina/Park),No,No,43,2,2025-09-13,Wendy Quinn,Allsopp & Allsopp,Budget
PF013382,Dubai Silicon Oasis,1BR,1,1,776,65200,5400,84.02,Furnished,Built-in Wardrobes;Central AC;Parking;Security;Swimming Pool,No,No,9,15,2025-09-13,Haley Medina,Property Finder,Budget
PF013383,Business Bay,3BR,3,2,1980,171700,14300,86.72,Furnished,Balcony;Built-in Wardrobes;Central AC;Covered Parking;Gym;Maid's Room;Parking;Security;Shared Spa,Yes,No,14,9,2025-11-23,Mallory Decker,Espace Real Estate,Premium
PF013384,Business Bay,1BR,1,1,726,81500,6800,112.26,Unfurnished,Balcony;Built-in Wardrobes;Central AC;Children's Play Area;Covered Parking;Gym;Parking;Pets Allowed;Security;Study Room,Yes,No,14,7,2025-09-16,Rachel Martin,Driven Properties,Premium
PF013385,Dubai Media City,2BR,2,2,1534,194300,16200,126.66,Semi-Furnished,Balcony;Built-in Wardrobes;Central AC;Gym;Maid's Room;Parking;Security;Swimming Pool,Yes,No,15,15,2025-09-19,Aaron Bruce,Driven Properties,Premium
PF013386,Bur Dubai,3BR,3,2,1925,117400,9800,60.99,Semi-Furnished,Balcony;Built-in Wardrobes;Central AC;Gym;Maid's Room;Parking;Security;Swimming Pool,Yes,No,18,8,2025-11-19,Veronica Miller,Espace Real Estate,Mid-Market
PF013387,Dubai Sports City,3BR,3,2,1912,130000,10800,67.99,Semi-Furnished,Balcony;Built-in Wardrobes;Central AC;Gym;Maid's Room;Parking;Security,No,No,17,0,2025-10-30,Darren Logan,Property Finder,Budget
PF013388,Dubai Marina,1BR,1,1,1176,92500,7700,78.66,Furnished,Built-in Wardrobes;Central AC;Covered Parking;Parking;Pets Allowed;Security;Shared Spa;Swimming Pool;View (Sea/Marina/Park),Yes,Yes,31,16,2025-09-22,Duane Bennett,Haus & Haus,Luxury
PF013389,Motor City,2BR,2,2,1697,109200,9100,64.35,Unfurnished,Balcony;Built-in Wardrobes;Central AC;Maid's Room;Parking;Security;Swimming Pool,No,No,43,12,2025-10-15,David Glover,Bayut,Mid-Market
PF013390,Dubai Marina,3BR,3,2,2109,158300,13200,75.06,Unfurnished,Balcony;Built-in Wardrobes;Central AC;Children's Play Area;Gym;Maid's Room;Parking;Pets Allowed;Security;Shared Spa;Study Room;View (Sea/Marina/Park),Yes,Yes,12,8,2025-10-17,Michelle Francis,Dubizzle,Luxury
PF013391,Barsha Heights (Tecom),1BR,1,1,816,83000,6900,101.72,Furnished,Built-in Wardrobes;Central AC;Children's Play Area;Covered Parking;Parking;Security,Yes,No,31,13,2025-09-23,Terry Walls,Allsopp & Allsopp,Mid-Market
PF013392,Jumeirah Beach Residence (JBR),1BR,1,1,1275,98700,8200,77.41,Semi-Furnished,Built-in Wardrobes;Central AC;Children's Play Area;Gym;Maid's Room;Parking;Pets Allowed;Security;Shared Spa;Study Room;Swimming Pool,No,Yes,34,19,2025-10-30,Gabrielle Brown,Driven Properties,Luxury
PF013393,Bur Dubai,Studio,0,1,356,44700,3700,125.56,Semi-Furnished,Central AC;Gym;Parking;Security;View (Sea/Marina/Park),Yes,No,4,7,2025-11-12,Kevin Kelly,Allsopp & Allsopp,Mid-Market
PF013394,Barsha Heights (Tecom),1BR,1,1,948,90500,7500,95.46,Furnished,Balcony;Built-in Wardrobes;Central AC;Parking;Security;Shared Spa;Study Room;View (Sea/Marina/Park),Yes,No,12,12,2025-10-19,Tonya Williams,Allsopp & Allsopp,Mid-Market
PF013395,Dubai Marina,1BR,1,1,677,76300,6400,112.7,Furnished,Built-in Wardrobes;Central AC;Covered Parking;Gym;Parking;Security;Shared Spa;Study Room;Swimming Pool,Yes,Yes,44,7,2025-09-22,Stephanie Whitney,Allsopp & Allsopp,Luxury
PF013396,Deira,Studio,0,1,524,52100,4300,99.43,Unfurnished,Central AC;Parking;Security;View (Sea/Marina/Park),Yes,No,25,10,2025-10-15,Hayley Ruiz,Allsopp & Allsopp,Budget
PF013397,Jumeirah Lake Towers (JLT),Studio,0,1,434,64900,5400,149.54,Semi-Furnished,Central AC;Maid's Room;Parking;Security;Shared Spa;Study Room;View (Sea/Marina/Park),Yes,No,34,14,2025-11-11,Jessica Lowery,Property Finder,Mid-Market
PF013398,Dubai Silicon Oasis,1BR,1,1,911,71200,5900,78.16,Unfurnished,Built-in Wardrobes;Central AC;Children's Play Area;Parking;Pets Allowed;Security;View (Sea/Marina/Park),No,No,4,2,2025-11-04,Jerry Taylor,Dubizzle,Budget
PF013399,Dubai Sports City,2BR,2,2,1238,81900,6800,66.16,Furnished,Balcony;Built-in Wardrobes;Central AC;Children's Play Area;Parking;Security;View (Sea/Marina/Park),No,No,30,8,2025-10-28,Jason Davis,Dubizzle,Budget
PF013400,DIFC,1BR,1,1,1044,149700,12500,143.39,Furnished,Balcony;Built-in Wardrobes;Central AC;Maid's Room;Parking;Pets Allowed;Security;Shared Spa;Study Room;Swimming Pool;View (Sea/Marina/Park),Yes,No,38,14,2025-11-22,Lisa Cunningham,Espace Real Estate,Luxury
PF013401,Business Bay,1BR,1,1,1053,111100,9300,105.51,Unfurnished,Balcony;Built-in Wardrobes;Central AC;Covered Parking;Maid's Room;Parking;Security;Shared Spa;View (Sea/Marina/Park),Yes,No,8,6,2025-09-29,Debbie Brown,Allsopp & Allsopp,Premium
PF013402,Motor City,Studio,0,1,695,71900,6000,103.45,Semi-Furnished,Central AC;Parking;Pets Allowed;Security;Study Room;Swimming Pool,No,No,21,10,2025-10-17,Deborah Jordan,Dubizzle,Mid-Market
PF013403,Barsha Heights (Tecom),2BR,2,2,1563,98700,8200,63.15,Unfurnished,Balcony;Built-in Wardrobes;Central AC;Children's Play Area;Covered Parking;Maid's Room;Parking;Security,Yes,No,7,4,2025-11-25,Andrew Huff,Bayut,Mid-Market
PF013404,Jumeirah Beach Residence (JBR),2BR,2,2,1856,295200,24600,159.05,Furnished,Balcony;Built-in Wardrobes;Central AC;Children's Play Area;Covered Parking;Maid's Room;Parking;Security;Study Room;Swimming Pool,No,Yes,11,4,2025-10-05,Jeffrey Rodriguez,Driven Properties,Luxury
PF013405,Barsha Heights (Tecom),Studio,0,1,433,51600,4300,119.17,Semi-Furnished,Balcony;Central AC;Children's Play Area;Maid's Room;Parking;Security;Study Room,Yes,No,10,7,2025-09-18,Jeffrey Jackson,Bayut,Mid-Market
PF013406,Al Barsha,Studio,0,1,419,63200,5300,150.84,Unfurnished,Central AC;Parking;Security;Study Room;View (Sea/Marina/Park),Yes,No,20,0,2025-10-22,George Odonnell,Dubizzle,Mid-Market
PF013407,Downtown Dubai,3BR,3,2,2570,409800,34200,159.46,Furnished,Balcony;Built-in Wardrobes;Central AC;Children's Play Area;Gym;Maid's Room;Parking;Pets Allowed;Security;Study Room;Swimming Pool;View (Sea/Marina/Park),Yes,No,24,12,2025-11-27,Matthew Lopez,Driven Properties,Luxury
PF013408,Jumeirah Beach Residence (JBR),1BR,1,1,1634,198200,16500,121.3,Unfurnished,Balcony;Built-in Wardrobes;Central AC;Covered Parking;Gym;Maid's Room;Parking;Security;Swimming Pool;View (Sea/Marina/Park),No,Yes,27,4,2025-11-07,Joanna Lopez,Driven Properties,Luxury
