tenant_id,age,profession,monthly_income,family_size,preferred_property_type,max_monthly_rent,max_annual_rent,nationality,move_in_timeline,pets
T04011,42,Sales & Marketing,17400,1,Studio,7454,89448,Holy See (Vatican City State),Within 3 months,Yes
T04012,26,Finance Professional,32924,1,1BR,12546,150552,United Kingdom,Flexible,No
T04013,44,Sales & Marketing,23725,2,2BR,8345,100140,Portugal,Flexible,Yes
T04014,30,Sales & Marketing,19036,5,3BR,7684,92208,North Macedonia,Within 1 month,No
T04015,31,Entrepreneur,35235,2,1BR,15083,180996,Mayotte,Within 1 month,No
T04016,24,Teacher,11274,2,2BR,4152,49824,Samoa,Within 3 months,No
T04017,54,IT Professional,28673,3,3BR,7438,89256,Switzerland,Within 1 month,No
T04018,22,Entrepreneur,75059,1,1BR,18962,227544,Congo,Within 1 month,Yes
T04019,44,IT Professional,39312,2,2BR,14725,176700,Costa Rica,Within 3 months,No
T04020,37,IT Professional,30399,1,Studio,12520,150240,United States Minor Outlying Islands,Flexible,No
T04021,31,Healthcare Worker,28725,1,1BR,12430,149160,Indonesia,Immediate,No
T04022,40,IT Professional,36276,4,2BR,12353,148236,Western Sahara,Within 3 months,No
T04023,38,IT Professional,34090,4,2BR,11582,138984,Greenland,Immediate,No
T04024,26,Healthcare Worker,21575,1,1BR,6922,83064,Niger,Within 1 month,No
T04025,22,Hospitality,17218,2,2BR,6309,75708,Senegal,Within 3 months,No
T04026,40,Engineer,25987,2,2BR,11457,137484,Kenya,Flexible,Yes
T04027,40,Manager,33138,1,Studio,12731,152772,Georgia,Flexible,Yes
T04028,36,Manager,36325,4,3BR,15323,183876,Libyan Arab Jamahiriya,Flexible,No
T04029,53,Teacher,13810,2,2BR,5710,68520,Turks and Caicos Islands,Within 3 months,Yes
T04030,45,Entrepreneur,48662,2,2BR,15166,181992,Aruba,Within 1 month,No
T04031,39,Entrepreneur,67313,2,1BR,25996,311952,Venezuela,Within 1 month,No
T04032,30,Entrepreneur,37072,2,1BR,10822,129864,Norfolk Island,Within 3 months,Yes
T04033,44,Consultant,41489,1,Studio,13658,163896,Nauru,Immediate,No
T04034,23,Manager,50628,4,2BR,13249,158988,Bosnia and Herzegovina,Immediate,No
T04035,32,Teacher,13372,3,3BR,3827,45924,French Guiana,Within 1 month,Yes
T04036,46,Entrepreneur,64603,2,1BR,28735,344820,Malaysia,Flexible,Yes
T04037,34,Engineer,25542,2,2BR,10670,128040,Kyrgyz Republic,Within 3 months,No
T04038,47,Consultant,26043,3,3BR,11290,135480,Saint Vincent and the Grenadines,Flexible,No
T04039,48,Sales & Marketing,21181,5,3BR,5957,71484,Portugal,Within 1 month,No
T04040,22,Consultant,31694,2,1BR,8134,97608,British Indian Ocean Territory (Chagos Archipelago),Flexible,No
T04041,35,Entrepreneur,50792,3,2BR,21107,253284,Netherlands,Flexible,No
T04042,27,Entrepreneur,38354,3,2BR,11191,134292,Colombia,Immediate,No
T04043,22,IT Professional,27741,2,2BR,11113,133356,Qatar,Flexible,No
T04044,32,Manager,26603,2,1BR,8199,98388,Peru,Immediate,No
T04045,30,Entrepreneur,53856,3,2BR,15362,184344,New Caledonia,Within 1 month,Yes
T04046,44,Teacher,10221,4,2BR,3759,45108,Sao Tome and Principe,Within 1 month,No
T04047,22,Hospitality,13547,3,2BR,5782,69384,American Samoa,Within 1 month,No
T04048,37,Manager,40521,2,1BR,16437,197244,Tonga,Within 3 months,No
T04049,36,Hospitality,13696,2,2BR,3825,45900,Malawi,Flexible,No
T04050,26,Hospitality,18883,2,2BR,8229,98748,Solomon Islands,Immediate,No
T04051,22,Manager,31280,1,Studio,11243,134916,Czech Republic,Immediate,No
T04052,38,Entrepreneur,61120,2,2BR,17200,206400,Czech Republic,Within 3 months,No
T04053,33,Consultant,35977,3,2BR,9968,119616,Western Sahara,Within 1 month,No
T04054,24,Healthcare Worker,19331,2,1BR,8269,99228,Mali,Within 3 months,No
T04055,24,Sales & Marketing,25809,2,1BR,10449,125388,Tuvalu,Within 1 month,No
T04056,32,Sales & Marketing,31804,1,1BR,12114,145368,Bulgaria,Within 3 months,No
T04057,48,Healthcare Worker,20169,3,2BR,8531,102372,Tajikistan,Immediate,No
T04058,34,Healthcare Worker,13527,5,3BR,4315,51780,Samoa,Flexible,No
T04059,47,Teacher,14629,2,1BR,6302,75624,Honduras,Within 3 months,No
T04060,33,Engineer,26671,3,2BR,8283,99396,Guatemala,Flexible,Yes
T04061,47,Healthcare Worker,22159,2,1BR,7248,86976,Jamaica,Within 3 months,No
T04062,48,IT Professional,27442,4,2BR,12250,147000,British Virgin Islands,Within 1 month,No
T04063,24,Teacher,11540,2,1BR,4527,54324,Montenegro,Immediate,Yes
T04064,39,Healthcare Worker,32614,2,2BR,11644,139728,Latvia,Immediate,Yes
T04065,45,Healthcare Worker,32626,5,3BR,9259,111108,Martinique,Within 1 month,No
T04066,46,Sales & Marketing,14155,4,3BR,4179,50148,North Macedonia,Within 3 months,No
T04067,57,Teacher,14372,2,2BR,3596,43152,Spain,Flexible,No
T04068,47,Healthcare Worker,28433,2,1BR,7666,91992,Slovakia (Slovak Republic),Immediate,No
T04069,41,Teacher,13757,2,1BR,5593,67116,Mozambique,Immediate,No
T04070,42,Entrepreneur,46104,4,3BR,14947,179364,Honduras,Within 1 month,No
T04071,34,Hospitality,11839,1,1BR,4295,51540,Mayotte,Within 1 month,No
T04072,45,Consultant,33871,3,2BR,14911,178932,Tuvalu,Flexible,Yes
T04073,22,Hospitality,13270,3,3BR,4677,56124,Barbados,Immediate,No
T04074,30,IT Professional,33885,1,1BR,12394,148728,Burkina Faso,Within 3 months,No
T04075,27,Sales & Marketing,20216,1,1BR,6796,81552,Honduras,Within 3 months,No
T04076,23,IT Professional,38264,2,2BR,15742,188904,Iraq,Within 1 month,Yes
T04077,30,Finance Professional,60000,4,2BR,20100,241200,Isle of Man,Within 1 month,No
T04078,24,Engineer,35524,3,2BR,9333,111996,Pitcairn Islands,Immediate,No
T04079,22,Manager,33850,1,1BR,12792,153504,Nicaragua,Immediate,No
T04080,38,Engineer,24696,1,Studio,6363,76356,Mozambique,Flexible,No
T04081,28,IT Professional,20063,1,1BR,8542,102504,British Indian Ocean Territory (Chagos Archipelago),Within 3 months,No
T04082,41,Finance Professional,33439,1,1BR,14745,176940,Hungary,Flexible,No
T04083,23,Teacher,12421,5,3BR,5086,61032,Saint Lucia,Immediate,No
T04084,28,Finance Professional,52795,2,1BR,20249,242988,Tanzania,Flexible,No
T04085,54,Hospitality,9509,1,1BR,3865,46380,Montserrat,Flexible,No
T04086,25,Engineer,27592,3,3BR,8472,101664,Tanzania,Immediate,No
T04087,22,Hospitality,15555,1,1BR,5508,66096,Montenegro,Flexible,No
T04088,34,Healthcare Worker,20727,2,2BR,6276,75312,Tunisia,Within 1 month,No
T04089,33,Sales & Marketing,23889,2,1BR,8594,103128,Cayman Islands,Within 1 month,No
T04090,29,IT Professional,17353,2,2BR,6683,80196,Saint Lucia,Within 1 month,No
T04091,49,Finance Professional,58660,1,1BR,18023,216276,Saint Barthelemy,Within 3 months,No
T04092,42,Engineer,20076,2,2BR,6813,81756,Kuwait,Immediate,No
T04093,38,Consultant,45732,2,2BR,19347,232164,Trinidad and Tobago,Within 1 month,No
T04094,53,Engineer,39116,2,2BR,16800,201600,Korea,Immediate,No
T04095,22,Finance Professional,45750,5,3BR,13196,158352,Peru,Flexible,Yes
T04096,43,Engineer,33551,5,3BR,14586,175032,Anguilla,Within 3 months,Yes
T04097,46,Manager,35142,5,3BR,9653,115836,Peru,Within 3 months,No
T04098,37,Finance Professional,36113,3,3BR,9171,110052,Taiwan,Immediate,Yes
T04099,54,Healthcare Worker,25767,2,2BR,8131,97572,Macao,Immediate,No
T04100,38,IT Professional,35713,3,2BR,9800,117600,Sudan,Immediate,No
T04101,38,Engineer,23430,2,2BR,9637,115644,North Macedonia,Immediate,No
T04102,29,Hospitality,15782,1,Studio,6614,79368,Jamaica,Within 3 months,No
T04103,36,Sales & Marketing,15664,4,2BR,5396,64752,Qatar,Immediate,No
T04104,54,Hospitality,12691,4,2BR,5173,62076,Slovenia,Flexible,No
T04105,34,Healthcare Worker,22316,3,2BR,7338,88056,Honduras,Immediate,No
T04106,50,IT Professional,36467,1,1BR,12688,152256,Guinea,Flexible,No
T04107,58,Manager,31643,1,1BR,9043,108516,Korea,Within 1 month,No
T04108,54,Healthcare Worker,35000,4,2BR,12749,152988,Uruguay,Within 3 months,No
T04109,34,Engineer,28439,1,1BR,8271,99252,United Kingdom,Immediate,No
T04110,27,Engineer,18770,1,1BR,8075,96900,Somalia,Immediate,No
T04111,40,Manager,34556,4,2BR,12056,144672,French Polynesia,Immediate,No
T04112,49,Consultant,19014,3,3BR,5688,68256,Vanuatu,Immediate,No
T04113,33,Teacher,9074,1,1BR,3979,47748,Mauritania,Flexible,No
T04114,37,Entrepreneur,31647,3,3BR,12465,149580,Saint Martin,Within 3 months,Yes
T04115,22,Consultant,41907,3,3BR,11960,143520,Jamaica,Within 1 month,Yes
T04116,23,Engineer,32761,4,2BR,11965,143580,Holy See (Vatican City State),Within 1 month,No
T04117,36,IT Professional,23243,4,3BR,7441,89292,Tajikistan,Within 3 months,No
T04118,22,Sales & Marketing,25760,2,2BR,7232,86784,Nepal,Flexible,No
T04119,36,Teacher,15202,2,2BR,5159,61908,Korea,Within 3 months,Yes
T04120,26,Teacher,10005,1,1BR,3492,41904,Kenya,Immediate,No
T04121,34,IT Professional,15000,2,1BR,5419,65028,Panama,Within 3 months,No
T04122,25,Consultant,27571,3,3BR,8323,99876,Zimbabwe,Immediate,No
T04123,36,Healthcare Worker,14467,1,1BR,4162,49944,Ghana,Flexible,Yes
T04124,33,Consultant,32152,2,2BR,13247,158964,Netherlands Antilles,Immediate,Yes
T04125,22,Consultant,44945,5,3BR,19031,228372,United States of America,Within 3 months,No
T04126,27,Healthcare Worker,22039,1,1BR,6807,81684,United States of America,Flexible,No
T04127,53,Healthcare Worker,19879,3,2BR,5604,67248,Kyrgyz Republic,Immediate,No
T04128,22,Entrepreneur,49176,3,3BR,13694,164328,Liechtenstein,Immediate,No
T04129,39,Sales & Marketing,10000,2,1BR,3867,46404,Jordan,Immediate,No
T04130,36,Entrepreneur,66135,2,2BR,29745,356940,Liberia,Within 3 months,No
T04131,35,Teacher,12090,3,3BR,3947,47364,Croatia,Within 3 months,No
T04132,41,Healthcare Worker,16758,2,2BR,7249,86988,Puerto Rico,Immediate,No
T04133,39,IT Professional,29942,2,2BR,7808,93696,Papua New Guinea,Within 1 month,No
T04134,45,Finance Professional,42034,3,3BR,18893,226716,Somalia,Within 3 months,No
T04135,30,Manager,34691,1,1BR,9984,119808,Sri Lanka,Immediate,Yes
T04136,42,Teacher,11236,2,1BR,3331,39972,Niue,Within 1 month,No
T04137,33,Teacher,15419,1,1BR,4233,50796,Madagascar,Within 3 months,Yes
T04138,25,Teacher,16743,2,1BR,7098,85176,Andorra,Within 3 months,Yes
T04139,38,Manager,48684,4,2BR,15570,186840,Armenia,Within 3 months,No
T04140,56,IT Professional,35110,3,2BR,13680,164160,United Kingdom,Immediate,No
T04141,63,Hospitality,7877,4,3BR,2203,26436,Kyrgyz Republic,Immediate,Yes
T04142,29,Teacher,11499,5,3BR,4648,55776,Ghana,Flexible,No
T04143,56,Manager,50124,1,Studio,21321,255852,Antigua and Barbuda,Within 1 month,No
T04144,34,Manager,55000,1,1BR,21644,259728,Saint Martin,Within 1 month,No
T04145,53,Entrepreneur,38982,2,2BR,12637,151644,Suriname,Within 3 months,No
T04146,41,Hospitality,10821,1,1BR,2906,34872,Isle of Man,Flexible,Yes
T04147,22,IT Professional,35271,2,2BR,13581,162972,Malta,Within 3 months,No
T04148,29,Teacher,16081,2,2BR,6657,79884,Burkina Faso,Immediate,No
T04149,34,Sales & Marketing,14419,3,3BR,5265,63180,Congo,Within 1 month,No
T04150,22,IT Professional,21606,3,3BR,9717,116604,Palau,Within 3 months,No
T04151,26,IT Professional,22530,1,1BR,7733,92796,Saint Martin,Flexible,No
T04152,37,Sales & Marketing,20059,1,Studio,6546,78552,Egypt,Flexible,No
T04153,39,Consultant,18000,1,1BR,5432,65184,Slovakia (Slovak Republic),Within 1 month,No
T04154,22,Finance Professional,29554,4,2BR,10484,125808,Lebanon,Within 3 months,No
T04155,42,Manager,45764,3,3BR,14787,177444,Dominica,Within 3 months,No
T04156,26,IT Professional,38380,2,2BR,13756,165072,Taiwan,Within 1 month,No
T04157,32,Teacher,11673,2,2BR,4210,50520,United Arab Emirates,Within 1 month,No
T04158,23,Manager,28842,1,1BR,7307,87684,Czech Republic,Flexible,Yes
T04159,40,Entrepreneur,51912,2,2BR,20952,251424,Mongolia,Flexible,No
T04160,26,Finance Professional,43882,3,3BR,19558,234696,Dominican Republic,Within 3 months,No
T04161,36,Entrepreneur,43758,3,3BR,11489,137868,Fiji,Within 3 months,No
T04162,42,Finance Professional,31365,2,2BR,10861,130332,Lao People's Democratic Republic,Within 3 months,No
T04163,43,Teacher,10513,1,Studio,4546,54552,Sierra Leone,Within 3 months,Yes
T04164,32,Engineer,28213,2,1BR,7123,85476,Finland,Within 1 month,No
T04165,42,Engineer,30252,1,1BR,10554,126648,Portugal,Within 3 months,Yes
T04166,25,Finance Professional,41236,4,3BR,11209,134508,Bermuda,Within 1 month,Yes
T04167,36,Engineer,30524,2,2BR,13635,163620,Vanuatu,Immediate,Yes
T04168,31,IT Professional,42562,2,1BR,11244,134928,Papua New Guinea,Within 1 month,No
T04169,28,Finance Professional,20515,3,2BR,5206,62472,Saint Helena,Within 1 month,No
T04170,30,IT Professional,24090,3,3BR,9180,110160,China,Flexible,No
T04171,50,Entrepreneur,54096,3,3BR,18215,218580,Jordan,Flexible,No
T04172,43,Manager,50863,2,2BR,17981,215772,Luxembourg,Within 1 month,No
T04173,24,Engineer,32099,4,2BR,8983,107796,Monaco,Within 1 month,No
T04174,50,Hospitality,14430,3,3BR,4691,56292,Macao,Flexible,No
T04175,47,Finance Professional,46685,4,3BR,14085,169020,Iraq,Within 1 month,No
T04176,53,Healthcare Worker,26182,1,1BR,9796,117552,Suriname,Within 3 months,Yes
T04177,43,Manager,38581,2,1BR,10586,127032,Guadeloupe,Within 1 month,No
T04178,22,Finance Professional,28115,4,3BR,9694,116328,Kiribati,Immediate,Yes
T04179,50,Engineer,35901,2,1BR,9016,108192,Austria,Within 1 month,No
T04180,40,Finance Professional,39287,2,1BR,14239,170868,Kiribati,Immediate,Yes
T04181,38,Engineer,23368,1,Studio,7375,88500,Ecuador,Within 3 months,Yes
T04182,32,Hospitality,11517,1,Studio,4576,54912,Oman,Flexible,Yes
T04183,44,IT Professional,24954,3,2BR,10355,124260,Svalbard & Jan Mayen Islands,Immediate,No
T04184,25,Engineer,28619,3,3BR,12819,153828,Mayotte,Immediate,No
T04185,42,Teacher,13742,2,2BR,3736,44832,United Kingdom,Within 3 months,No
T04186,65,Consultant,38972,4,3BR,16322,195864,Wallis and Futuna,Within 3 months,Yes
T04187,22,Healthcare Worker,24458,1,1BR,8689,104268,Heard Island and McDonald Islands,Within 3 months,No
T04188,40,IT Professional,31186,1,1BR,12395,148740,Eritrea,Immediate,Yes
T04189,22,Consultant,34290,2,2BR,14027,168324,Tajikistan,Within 1 month,No
T04190,25,Manager,26752,2,2BR,9793,117516,Iraq,Within 3 months,No
T04191,33,Sales & Marketing,23714,1,Studio,8176,98112,Afghanistan,Within 1 month,No
T04192,30,Entrepreneur,68743,2,1BR,22451,269412,Samoa,Within 3 months,No
T04193,32,Hospitality,6774,3,2BR,2399,28788,Samoa,Immediate,No
T04194,35,Engineer,34240,1,Studio,11645,139740,Saudi Arabia,Within 3 months,No
T04195,38,Finance Professional,42335,1,1BR,14334,172008,Guyana,Flexible,No
T04196,22,Hospitality,14635,4,2BR,4946,59352,Cape Verde,Flexible,No
T04197,36,Manager,33467,2,1BR,11691,140292,Belgium,Immediate,No
T04198,31,Sales & Marketing,23206,2,2BR,8211,98532,Kuwait,Within 1 month,No
T04199,22,Sales & Marketing,16503,1,1BR,5697,68364,Turkey,Immediate,No
T04200,28,Sales & Marketing,21654,2,2BR,6686,80232,Wallis and Futuna,Immediate,No
T04201,44,Sales & Marketing,12843,2,2BR,5765,69180,Cote d'Ivoire,Within 3 months,No
T04202,37,Healthcare Worker,34494,1,1BR,14492,173904,Burkina Faso,Within 3 months,No
T04203,33,Hospitality,13299,3,2BR,5441,65292,Bangladesh,Immediate,No
T04204,34,Hospitality,13043,5,3BR,4870,58440,Egypt,Within 1 month,No
T04205,26,Engineer,25966,1,1BR,7559,90708,Cuba,Immediate,No
T04206,35,Engineer,38962,4,3BR,13051,156612,Afghanistan,Within 3 months,No
T04207,47,Engineer,28915,2,2BR,9492,113904,Northern Mariana Islands,Flexible,No
T04208,33,Finance Professional,55283,2,2BR,22787,273444,Grenada,Immediate,Yes
T04209,35,Sales & Marketing,14793,3,3BR,6423,77076,Malaysia,Immediate,No
T04210,35,IT Professional,20353,5,3BR,5136,61632,South Georgia and the South Sandwich Islands,Flexible,No
T04211,28,Healthcare Worker,18004,2,1BR,6349,76188,Kazakhstan,Immediate,Yes
T04212,39,IT Professional,35808,4,2BR,14238,170856,Pitcairn Islands,Within 3 months,No
T04213,51,Sales & Marketing,28111,1,Studio,12404,148848,Monaco,Immediate,No
T04214,39,Engineer,36310,2,2BR,11795,141540,Myanmar,Within 1 month,No
T04215,22,Hospitality,8828,2,2BR,3724,44688,Chad,Flexible,Yes
T04216,28,IT Professional,24860,1,1BR,7600,91200,South Georgia and the South Sandwich Islands,Within 1 month,No
T04217,29,Sales & Marketing,23071,2,1BR,10188,122256,Niue,Within 3 months,No
T04218,25,IT Professional,24464,4,2BR,9369,112428,Malawi,Within 3 months,No
T04219,34,Teacher,12859,1,1BR,5526,66312,Malta,Within 1 month,No
T04220,38,Sales & Marketing,20810,1,Studio,9121,109452,Tuvalu,Within 1 month,No
T04221,23,Consultant,36006,4,2BR,15470,185640,American Samoa,Within 1 month,No
T04222,28,Entrepreneur,46238,4,2BR,12373,148476,Chad,Flexible,No
T04223,42,Healthcare Worker,27311,4,2BR,10472,125664,Rwanda,Within 1 month,No
T04224,36,Teacher,13160,4,3BR,4273,51276,Singapore,Flexible,No
T04225,35,IT Professional,20691,2,2BR,6144,73728,Philippines,Within 1 month,No
T04226,25,Teacher,9236,3,3BR,2464,29568,Western Sahara,Within 3 months,No
T04227,46,Manager,41617,1,Studio,13497,161964,Cayman Islands,Flexible,No
T04228,25,Healthcare Worker,25373,2,1BR,7059,84708,Namibia,Immediate,No
T04229,28,Consultant,27906,2,2BR,7222,86664,Palestinian Territory,Within 1 month,No
T04230,38,Entrepreneur,41120,4,2BR,13644,163728,Svalbard & Jan Mayen Islands,Within 3 months,No
T04231,36,Finance Professional,37169,3,3BR,14070,168840,Guatemala,Within 1 month,No
T04232,41,Finance Professional,44110,1,1BR,11181,134172,Grenada,Flexible,No
T04233,27,Sales & Marketing,26585,3,3BR,7843,94116,Singapore,Within 1 month,Yes
T04234,49,Entrepreneur,39922,3,2BR,13031,156372,Sao Tome and Principe,Within 1 month,No
T04235,31,Healthcare Worker,20439,2,2BR,8485,101820,Trinidad and Tobago,Immediate,Yes
T04236,33,Manager,45050,2,2BR,17072,204864,Svalbard & Jan Mayen Islands,Flexible,No
T04237,40,Sales & Marketing,14443,1,Studio,6008,72096,Luxembourg,Flexible,No
T04238,22,Healthcare Worker,17944,2,2BR,7594,91128,Indonesia,Within 3 months,No
T04239,31,Manager,45641,1,1BR,16451,197412,Niger,Within 1 month,Yes
T04240,25,Finance Professional,43822,1,1BR,15491,185892,Saudi Arabia,Within 3 months,No
T04241,31,Engineer,25556,5,3BR,6761,81132,Cuba,Immediate,No
T04242,30,Hospitality,13238,1,1BR,3913,46956,Azerbaijan,Flexible,No
T04243,52,Finance Professional,45063,1,1BR,13788,165456,Malaysia,Within 1 month,No
T04244,49,Finance Professional,34335,1,Studio,13461,161532,Mali,Flexible,Yes
T04245,28,Engineer,26277,2,1BR,9513,114156,Mauritania,Immediate,Yes
T04246,40,Hospitality,14440,2,2BR,6186,74232,Cuba,Within 3 months,Yes
T04247,28,Sales & Marketing,28305,2,2BR,9726,116712,Luxembourg,Immediate,No
T04248,28,Hospitality,11986,4,2BR,3605,43260,Suriname,Within 3 months,No
T04249,24,Teacher,18000,5,3BR,7971,95652,Poland,Within 1 month,No
T04250,22,Healthcare Worker,28601,2,2BR,10442,125304,Antigua and Barbuda,Within 3 months,No
T04251,33,Sales & Marketing,27535,2,2BR,8948,107376,Kazakhstan,Within 1 month,No
T04252,35,Healthcare Worker,34251,3,3BR,12251,147012,Netherlands Antilles,Flexible,No
T04253,32,Hospitality,14471,1,1BR,5877,70524,Saint Martin,Flexible,No
T04254,22,Sales & Marketing,24862,5,3BR,7752,93024,Myanmar,Flexible,No
T04255,27,Manager,49907,2,1BR,18626,223512,Saint Kitts and Nevis,Within 1 month,No
T04256,43,Manager,48231,1,1BR,20268,243216,Bangladesh,Immediate,Yes
T04257,27,Engineer,26542,5,3BR,8048,96576,Syrian Arab Republic,Flexible,No
T04258,37,Teacher,14199,2,2BR,4354,52248,Puerto Rico,Flexible,No
T04259,22,Finance Professional,30898,3,2BR,11397,136764,Peru,Within 3 months,No
T04260,40,Manager,27174,4,2BR,12062,144744,Netherlands Antilles,Immediate,No
T04261,30,Teacher,13055,3,3BR,3671,44052,Slovenia,Flexible,No
T04262,27,Sales & Marketing,24396,1,1BR,9505,114060,Saint Kitts and Nevis,Within 3 months,Yes
T04263,36,Consultant,40615,1,1BR,14415,172980,Algeria,Flexible,No
T04264,45,IT Professional,31386,1,1BR,13651,163812,Israel,Within 1 month,Yes
T04265,22,Sales & Marketing,30468,4,2BR,10972,131664,Brunei Darussalam,Immediate,No
T04266,38,Engineer,19960,4,2BR,5042,60504,Comoros,Immediate,No
T04267,23,Manager,30806,2,2BR,12800,153600,Poland,Immediate,Yes
T04268,44,Entrepreneur,48966,4,3BR,19998,239976,Panama,Immediate,No
T04269,50,Hospitality,16217,4,3BR,7267,87204,Pakistan,Within 1 month,No
T04270,36,Teacher,14822,5,3BR,5349,64188,Belize,Within 1 month,Yes
T04271,44,Hospitality,18099,2,2BR,5815,69780,Guatemala,Within 1 month,No
T04272,39,Healthcare Worker,22805,2,2BR,7835,94020,Saint Vincent and the Grenadines,Within 1 month,No
T04273,40,Consultant,42778,1,Studio,11548,138576,Finland,Flexible,No
T04274,32,Finance Professional,41221,2,2BR,13766,165192,Czech Republic,Within 1 month,No
T04275,44,Teacher,15396,2,2BR,5715,68580,Sierra Leone,Within 3 months,No
T04276,60,Consultant,35395,2,2BR,15752,189024,Gambia,Within 3 months,No
T04277,22,Consultant,44556,3,3BR,15054,180648,French Polynesia,Within 1 month,No
T04278,45,Healthcare Worker,26484,2,2BR,10271,123252,Nigeria,Flexible,No
T04279,22,Engineer,27430,1,1BR,11678,140136,Belgium,Flexible,No
T04280,27,Healthcare Worker,14353,5,3BR,6033,72396,Mongolia,Within 1 month,Yes
T04281,28,Teacher,13585,2,2BR,5084,61008,Sweden,Within 3 months,No
T04282,41,Healthcare Worker,16562,2,1BR,6311,75732,Liechtenstein,Within 3 months,No
T04283,45,IT Professional,22907,1,1BR,8569,102828,Georgia,Within 1 month,No
T04284,24,Entrepreneur,35361,4,2BR,12201,146412,Uganda,Within 3 months,Yes
T04285,25,Consultant,40423,4,3BR,15284,183408,Thailand,Immediate,No
T04286,28,Sales & Marketing,26530,3,2BR,7968,95616,Korea,Within 1 month,No
T04287,35,Engineer,30234,1,1BR,11814,141768,Afghanistan,Within 1 month,No
T04288,44,Consultant,18000,2,2BR,5960,71520,Northern Mariana Islands,Flexible,No
T04289,38,Manager,39073,2,2BR,14786,177432,Mayotte,Within 1 month,Yes
T04290,26,Teacher,14935,4,3BR,5319,63828,Tuvalu,Within 1 month,Yes
T04291,38,Hospitality,13432,4,3BR,4364,52368,France,Immediate,Yes
T04292,49,Healthcare Worker,21732,4,3BR,5659,67908,Mauritius,Within 1 month,No
T04293,54,Manager,41245,2,1BR,15342,184104,Samoa,Flexible,No
T04294,35,Healthcare Worker,25485,1,1BR,7788,93456,Indonesia,Immediate,Yes
T04295,31,Manager,55000,3,3BR,14730,176760,Libyan Arab Jamahiriya,Immediate,No
T04296,26,Entrepreneur,23419,1,1BR,7745,92940,British Virgin Islands,Within 3 months,No
T04297,37,Sales & Marketing,16518,1,1BR,5509,66108,Bouvet Island (Bouvetoya),Immediate,No
T04298,45,Manager,43436,2,2BR,12324,147888,Romania,Within 1 month,No
T04299,26,Manager,38336,3,2BR,16129,193548,Kazakhstan,Immediate,No
T04300,40,Sales & Marketing,21772,2,2BR,7916,94992,Saudi Arabia,Within 3 months,No
T04301,45,Healthcare Worker,30516,2,2BR,11288,135456,Sierra Leone,Within 3 months,Yes
T04302,29,Teacher,13996,2,2BR,4640,55680,Cayman Islands,Within 1 month,No
T04303,24,Healthcare Worker,23584,1,1BR,6980,83760,French Polynesia,Flexible,No
T04304,31,Engineer,27250,3,3BR,12024,144288,New Zealand,Flexible,No
T04305,52,Healthcare Worker,25145,3,3BR,10448,125376,Marshall Islands,Flexible,Yes
T04306,41,Sales & Marketing,26655,4,2BR,6704,80448,Norfolk Island,Within 1 month,No
T04307,30,Entrepreneur,40995,1,1BR,16466,197592,Germany,Within 3 months,No
T04308,28,IT Professional,25818,1,1BR,11158,133896,Switzerland,Flexible,Yes
T04309,34,Healthcare Worker,20314,2,1BR,9083,108996,Myanmar,Within 1 month,No
T04310,36,Teacher,11775,2,2BR,4466,53592,Honduras,Within 3 months,No
T04311,25,Consultant,23330,2,1BR,6546,78552,Dominican Republic,Flexible,No
T04312,29,Healthcare Worker,34055,2,2BR,10355,124260,Equatorial Guinea,Within 1 month,No
T04313,40,Manager,45327,3,3BR,14425,173100,Cook Islands,Immediate,No
T04314,46,Consultant,49278,3,3BR,21439,257268,Jamaica,Within 1 month,No
T04315,22,Teacher,15769,3,2BR,3988,47856,Holy See (Vatican City State),Within 3 months,No
T04316,22,Engineer,35299,2,2BR,15518,186216,Switzerland,Flexible,No
T04317,34,Hospitality,11308,2,2BR,2947,35364,Solomon Islands,Immediate,No
T04318,37,Manager,45844,2,2BR,18733,224796,Saint Kitts and Nevis,Within 1 month,Yes
T04319,49,Entrepreneur,59963,3,3BR,26600,319200,Togo,Within 3 months,No
T04320,22,Consultant,20188,4,2BR,6518,78216,Australia,Immediate,No
T04321,40,Teacher,13476,1,1BR,6031,72372,Nicaragua,Immediate,Yes
T04322,31,Teacher,13283,4,3BR,3826,45912,El Salvador,Immediate,No
T04323,23,Sales & Marketing,35000,1,Studio,11306,135672,Bosnia and Herzegovina,Flexible,No
T04324,24,Sales & Marketing,23842,3,2BR,10404,124848,Israel,Within 1 month,No
T04325,31,Sales & Marketing,25449,1,1BR,7654,91848,Venezuela,Within 1 month,No
T04326,37,Teacher,16294,2,2BR,5942,71304,Cambodia,Flexible,Yes
T04327,47,Hospitality,14046,3,3BR,4955,59460,Norfolk Island,Within 3 months,No
T04328,36,Engineer,24208,2,1BR,7994,95928,Qatar,Flexible,Yes
T04329,37,Manager,29346,3,2BR,12219,146628,Slovakia (Slovak Republic),Within 3 months,Yes
T04330,25,Manager,43768,1,Studio,15954,191448,Puerto Rico,Immediate,No
T04331,37,Sales & Marketing,19694,2,2BR,7822,93864,Sierra Leone,Flexible,No
T04332,34,Sales & Marketing,14440,3,2BR,5693,68316,India,Within 3 months,No
T04333,44,Healthcare Worker,24807,1,1BR,6403,76836,Korea,Within 1 month,No
T04334,34,Healthcare Worker,27220,3,3BR,7533,90396,Christmas Island,Immediate,No
